Timestamp,EMG_Value
1764934550.540024,172
1764934550.550251,172
1764934550.560464,172
1764934550.570731,172
1764934550.580909,172
1764934550.5911338,172
1764934550.601463,172
1764934550.611635,172
1764934550.621931,172
1764934550.632129,172
1764934550.642636,172
1764934550.652788,172
1764934550.663014,171
1764934550.673312,173
1764934550.68357,172
1764934550.696553,172
1764934550.7059898,172
1764934550.7142231,172
1764934550.724463,172
1764934550.73476,172
1764934550.744952,172
1764934550.75541,172
1764934550.765598,172
1764934550.775869,172
1764934550.7861571,171
1764934550.796304,172
1764934550.806643,172
1764934550.816812,172
1764934550.827216,172
1764934550.8374772,172
1764934550.847711,172
1764934550.857873,172
1764934550.8681972,172
1764934550.878382,172
1764934550.888664,172
1764934550.89887,172
1764934550.909125,172
1764934550.9196448,172
1764934550.9297652,171
1764934550.940104,172
1764934550.9503129,172
1764934550.9605591,172
1764934550.970768,172
1764934550.980959,172
1764934550.9912581,171
1764934551.001555,172
1764934551.01186,172
1764934551.022167,172
1764934551.032341,172
1764934551.0426052,172
1764934551.0529048,172
1764934551.063068,172
1764934551.073358,172
1764934551.083648,172
1764934551.0937989,172
1764934551.104078,171
1764934551.114429,172
1764934551.124629,172
1764934551.135016,172
1764934551.145115,172
1764934551.155443,172
1764934551.165664,172
1764934551.175927,172
1764934551.186209,172
1764934551.196363,172
1764934551.206677,172
1764934551.216888,172
1764934551.227273,172
1764934551.237526,172
1764934551.247725,172
1764934551.258016,172
1764934551.268241,172
1764934551.2784488,172
1764934551.2887418,172
1764934551.2989419,171
1764934551.30923,171
1764934551.319635,172
1764934551.329825,172
1764934551.340132,172
1764934551.3503401,172
1764934551.3605728,172
1764934551.3708339,172
1764934551.381005,172
1764934551.391194,172
1764934551.40156,172
1764934551.411922,172
1764934551.422178,172
1764934551.432408,172
1764934551.442681,171
1764934551.452985,172
1764934551.4631412,172
1764934551.4734159,172
1764934551.4836302,172
1764934551.493829,172
1764934551.504262,172
1764934551.514501,172
1764934551.524745,172
1764934551.535043,172
1764934551.5452049,172
1764934551.555512,172
1764934551.565716,172
1764934551.5759842,171
1764934551.5864162,172
1764934551.596564,172
1764934551.606878,172
1764934551.617097,172
1764934551.627295,172
1764934551.637623,172
1764934551.647799,172
1764934551.657962,172
1764934551.668312,172
1764934551.678483,172
1764934551.688979,172
1764934551.699162,172
1764934551.70943,172
1764934551.719674,172
1764934551.729874,172
1764934551.740184,172
1764934551.7504,172
1764934551.760603,172
1764934551.770889,172
1764934551.781046,172
1764934551.791538,172
1764934551.801814,172
1764934551.811952,172
1764934551.822287,173
1764934551.832481,172
1764934551.8427432,172
1764934551.852994,172
1764934551.863168,172
1764934551.87347,172
1764934551.883887,172
1764934551.8940952,171
1764934551.904341,172
1764934551.914573,172
1764934551.924778,172
1764934551.935105,172
1764934551.9452622,172
1764934551.955564,172
1764934551.965746,172
1764934551.9762151,172
1764934551.986471,172
1764934551.996625,172
1764934552.007007,172
1764934552.017163,171
1764934552.02737,172
1764934552.037639,172
1764934552.047828,172
1764934552.0581,172
1764934552.0685701,172
1764934552.07871,172
1764934552.0890281,172
1764934552.099242,172
1764934552.1095061,172
1764934552.119757,172
1764934552.129933,172
1764934552.140233,172
1764934552.1504588,172
1764934552.160658,172
1764934552.171113,172
1764934552.1812952,172
1764934552.191595,172
1764934552.201823,171
1764934552.2120042,172
1764934552.222316,171
1764934552.232523,172
1764934552.242774,172
1764934552.2530382,172
1764934552.263199,171
1764934552.273679,172
1764934552.283921,172
1764934552.2940958,172
1764934552.3044019,172
1764934552.314559,172
1764934552.3248808,172
1764934552.335105,172
1764934552.345304,172
1764934552.355627,172
1764934552.366004,172
1764934552.376241,172
1764934552.386498,172
1764934552.396669,172
1764934552.407021,172
1764934552.417227,172
1764934552.427406,172
1764934552.43766,172
1764934552.448045,172
1764934552.4583292,172
1764934552.468622,172
1764934552.4787571,172
1764934552.489046,172
1764934552.499273,172
1764934552.509529,172
1764934552.519865,172
1764934552.529962,172
1764934552.540365,172
1764934552.550684,172
1764934552.560885,172
1764934552.571168,172
1764934552.581354,172
1764934552.591626,172
1764934552.601849,172
1764934552.612046,172
1764934552.622376,172
1764934552.6325839,172
1764934552.6428428,173
1764934552.6533911,172
1764934552.663434,172
1764934552.673707,172
1764934552.684028,172
1764934552.694153,172
1764934552.704424,172
1764934552.714623,172
1764934552.724926,170
1764934552.735303,172
1764934552.7455769,170
1764934552.7558231,172
1764934552.766005,172
1764934552.776289,172
1764934552.7866051,172
1764934552.7967129,172
1764934552.8070452,172
1764934552.817258,171
1764934552.827461,172
1764934552.83774,172
1764934552.848095,172
1764934552.858424,172
1764934552.8686888,172
1764934552.878825,172
1764934552.889101,172
1764934552.899286,172
1764934552.9096162,171
1764934552.919817,172
1764934552.9299939,172
1764934552.940362,172
1764934552.950701,172
1764934552.960896,172
1764934552.971178,172
1764934552.981375,172
1764934552.991665,172
1764934553.001825,172
1764934553.0122712,171
1764934553.022687,172
1764934553.032765,172
1764934553.0429718,171
1764934553.0532238,173
1764934553.063452,172
1764934553.07374,171
1764934553.0839381,172
1764934553.094317,172
1764934553.104453,172
1764934553.114847,172
1764934553.1251001,171
1764934553.13534,172
1764934553.145588,172
1764934553.155811,172
1764934553.166058,172
1764934553.1763551,171
1764934553.18658,171
1764934553.197257,172
1764934553.2124631,171
1764934553.224289,172
1764934553.227654,172
1764934553.2379,172
1764934553.248107,172
1764934553.2584262,171
1764934553.268749,172
1764934553.278917,172
1764934553.289195,172
1764934553.299411,172
1764934553.309657,172
1764934553.320072,172
1764934553.330275,172
1764934553.3405051,172
1764934553.350788,172
1764934553.361013,172
1764934553.371267,172
1764934553.381496,172
1764934553.391679,172
1764934553.4020522,172
1764934553.4121978,171
1764934553.422646,172
1764934553.432895,172
1764934553.4431,171
1764934553.453378,172
1764934553.4636009,173
1764934553.473821,172
1764934553.484075,172
1764934553.494302,172
1764934553.504568,172
1764934553.5149472,172
1764934553.525203,172
1764934553.535436,172
1764934553.545671,172
1764934553.555933,172
1764934553.566143,172
1764934553.576382,172
1764934553.5867121,171
1764934553.596996,172
1764934553.6072161,172
1764934553.617565,172
1764934553.627764,172
1764934553.638035,172
1764934553.648215,171
1764934553.658506,172
1764934553.668737,172
1764934553.6789749,172
1764934553.689395,172
1764934553.6996071,171
1764934553.709879,172
1764934553.7201622,172
1764934553.730313,172
1764934553.7405598,172
1764934553.750836,172
1764934553.761066,172
1764934553.771327,173
1764934553.781708,172
1764934553.791957,172
1764934553.802219,172
1764934553.812418,172
1764934553.822706,172
1764934553.8329039,171
1764934553.8431659,172
1764934553.853384,171
1764934553.863602,172
1764934553.8738198,172
1764934553.8843,172
1764934553.894484,172
1764934553.9047658,171
1764934553.914939,172
1764934553.9252532,172
1764934553.935508,172
1764934553.945688,172
1764934553.9559538,172
1764934553.966174,172
1764934553.976423,172
1764934553.986895,172
1764934553.997032,172
1764934554.007242,172
1764934554.017632,172
1764934554.02778,171
1764934554.038079,172
1764934554.04827,172
1764934554.058563,172
1764934554.068855,172
1764934554.078979,172
1764934554.089408,173
1764934554.0996659,172
1764934554.109875,172
1764934554.1201448,172
1764934554.130322,172
1764934554.140536,171
1764934554.15088,172
1764934554.16111,172
1764934554.171524,172
1764934554.1817532,172
1764934554.192001,172
1764934554.2023199,172
1764934554.212436,172
1764934554.2227468,172
1764934554.232953,172
1764934554.2431989,171
1764934554.2534559,172
1764934554.2636318,171
1764934554.273854,171
1764934554.284322,172
1764934554.294583,171
1764934554.304811,172
1764934554.315047,171
1764934554.3252811,172
1764934554.3355389,172
1764934554.34571,172
1764934554.356024,172
1764934554.3662379,172
1764934554.37664,172
1764934554.386923,172
1764934554.3970938,172
1764934554.407289,172
1764934554.4176378,172
1764934554.4278421,172
1764934554.438118,172
1764934554.4483252,172
1764934554.4586,171
1764934554.468837,172
1764934554.4790258,172
1764934554.489473,172
1764934554.4997041,171
1764934554.509941,172
1764934554.5201678,172
1764934554.5303738,172
1764934554.540576,172
1764934554.550913,172
1764934554.561127,172
1764934554.571396,172
1764934554.581589,172
1764934554.591864,172
1764934554.60231,172
1764934554.612478,172
1764934554.622735,172
1764934554.63296,172
1764934554.6432362,172
1764934554.653524,172
1764934554.663688,171
1764934554.674064,172
1764934554.68436,171
1764934554.694556,172
1764934554.704881,172
1764934554.7150478,172
1764934554.7252831,172
1764934554.735648,172
1764934554.745766,172
1764934554.756276,172
1764934554.766478,172
1764934554.776691,172
1764934554.7869482,172
1764934554.7971368,172
1764934554.8073359,172
1764934554.8176599,172
1764934554.827861,172
1764934554.838144,172
1764934554.848325,172
1764934554.8588002,172
1764934554.86904,172
1764934554.879221,172
1764934554.889533,172
1764934554.899724,172
1764934554.909971,172
1764934554.920235,172
1764934554.930422,172
1764934554.940696,172
1764934554.950978,172
1764934554.961365,172
1764934554.971609,172
1764934554.981825,172
1764934554.992119,172
1764934555.002392,172
1764934555.0125709,172
1764934555.022827,172
1764934555.033032,172
1764934555.043283,172
1764934555.0535831,172
1764934555.0638988,172
1764934555.0741389,172
1764934555.084432,172
1764934555.094625,172
1764934555.104909,172
1764934555.1150908,172
1764934555.125383,172
1764934555.135701,171
1764934555.145837,172
1764934555.156134,172
1764934555.166516,172
1764934555.176766,172
1764934555.187022,172
1764934555.1971982,172
1764934555.207417,172
1764934555.217648,171
1764934555.22794,172
1764934555.2381902,172
1764934555.24853,172
1764934555.2588868,172
1764934555.269084,172
1764934555.279281,172
1764934555.2896268,172
1764934555.299814,172
1764934555.3100421,172
1764934555.320308,172
1764934555.3304808,172
1764934555.340737,172
1764934555.3511748,172
1764934555.361391,172
1764934555.371684,172
1764934555.381859,172
1764934555.392098,172
1764934555.402449,172
1764934555.412599,172
1764934555.422884,171
1764934555.433107,172
1764934555.4435241,172
1764934555.4537432,172
1764934555.463941,172
1764934555.4741619,172
1764934555.4844968,172
1764934555.4947069,172
1764934555.504985,172
1764934555.515153,172
1764934555.52546,172
1764934555.535701,172
1764934555.546046,172
1764934555.5563478,171
1764934555.566617,172
1764934555.5767858,172
1764934555.587051,171
1764934555.59725,171
1764934555.607481,172
1764934555.617791,172
1764934555.627948,172
1764934555.6382358,172
1764934555.648434,172
1764934555.658737,172
1764934555.669248,172
1764934555.679328,172
1764934555.689642,172
1764934555.699873,172
1764934555.710103,172
1764934555.720362,172
1764934555.73056,172
1764934555.7434292,172
1764934555.7512908,171
1764934555.761508,172
1764934555.7717729,172
1764934555.7819462,172
1764934555.792235,171
1764934555.802464,172
1764934555.812611,172
1764934555.822927,172
1764934555.833316,171
1764934555.8435898,171
1764934555.853816,171
1764934555.863992,172
1764934555.874165,171
1764934555.884605,171
1764934555.894727,172
1764934555.905024,172
1764934555.915201,171
1764934555.9254882,171
1764934555.9359128,172
1764934555.946086,171
1764934555.9563909,171
1764934555.966615,171
1764934555.9768372,171
1764934555.9871309,170
1764934555.997299,171
1764934556.0075,171
1764934556.017814,171
1764934556.0279849,171
1764934556.038497,171
1764934556.048692,171
1764934556.0589561,172
1764934556.0692139,171
1764934556.079372,172
1764934556.089708,172
1764934556.0999181,172
1764934556.110139,172
1764934556.120394,172
1764934556.13058,172
1764934556.1409652,172
1764934556.1512918,172
1764934556.161489,172
1764934556.1717691,171
1764934556.181988,172
1764934556.1922739,172
1764934556.202643,172
1764934556.2127008,171
1764934556.222966,171
1764934556.233235,171
1764934556.243635,172
1764934556.25389,171
1764934556.26404,172
1764934556.274225,171
1764934556.284584,171
1764934556.2947671,171
1764934556.305065,170
1764934556.315296,171
1764934556.325717,171
1764934556.3359501,171
1764934556.346128,171
1764934556.3564281,171
1764934556.3666592,171
1764934556.3768692,172
1764934556.387172,172
1764934556.397344,172
1764934556.4075332,171
1764934556.418071,172
1764934556.428233,171
1764934556.4385128,172
1764934556.44871,171
1764934556.458977,172
1764934556.4694028,171
1764934556.47944,172
1764934556.489742,171
1764934556.499949,172
1764934556.510347,171
1764934556.520628,172
1764934556.530808,172
1764934556.540979,172
1764934556.5513349,172
1764934556.5615602,172
1764934556.571836,172
1764934556.5820282,172
1764934556.5923,172
1764934556.6025448,171
1764934556.612894,172
1764934556.623199,172
1764934556.6334221,172
1764934556.6436312,172
1764934556.6538801,171
1764934556.664087,171
1764934556.674272,172
1764934556.684615,172
1764934556.6948018,172
1764934556.705112,172
1764934556.715465,172
1764934556.725739,172
1764934556.7360482,172
1764934556.746181,172
1764934556.756481,172
1764934556.766757,172
1764934556.776876,171
1764934556.787216,171
1764934556.7973702,171
1764934556.807882,171
1764934556.8180869,171
1764934556.828301,171
1764934556.838613,171
1764934556.848777,171
1764934556.859045,171
1764934556.869331,171
1764934556.879505,172
